Query,Output
"Search for objects related to the part ""PROD-789"" and list their associated Rev organizations."," [
    {
        ""tool_name"": ""search_object_by_name"",
        ""arguments"": [
            {
                ""argument_name"": ""query"",
                ""argument_value"": ""PROD-789""
            }
        ]
    },
    {
        ""tool_name"": ""works_list"",
        ""arguments"": [
            {
                ""argument_name"": ""applies_to_part"",
                ""argument_value"": ""$$PREV[0]""
            }
        ]
    }
]"
"Get tasks similar to ""TKT-789"" and create actionable tasks from them."," [
    {
        ""tool_name"": ""get_similar_work_item"",
        ""arguments"": [
            {
                ""argument_name"": ""work_id"",
                ""argument_value"": ""TKT-789""
            }
        ]
    },
    {
        ""tool_name"": ""create_actionable_tasks_from_text"",
        ""arguments"": [
            {
                ""argument_name"": ""text"",
                ""argument_value"": ""$$PREV[0]""
            }
        ]
    }
]
"
" Identify tasks owned by the current user with severity ""low""."," [
    {
        ""tool_name"": ""who_am_i"",
        ""arguments"": []
    },
    {
        ""tool_name"": ""works_list"",
        ""arguments"": [
            {
                ""argument_name"": ""owned_by"",
                ""argument_value"": ""$$PREV[0]""
            },
            {
                ""argument_name"": ""ticket.severity"",
                ""argument_value"": [""low""]
            }
        ]
    }
]"
"Search for objects related to the part ""ENH-789"" and summarize them."," [
    {
        ""tool_name"": ""search_object_by_name"",
        ""arguments"": [
            {
                ""argument_name"": ""query"",
                ""argument_value"": ""ENH-789""
            }
        ]
    },
    {
        ""tool_name"": ""works_list"",
        ""arguments"": [
            {
                ""argument_name"": ""applies_to_part"",
                ""argument_value"": ""$$PREV[0]""
            }
        ]
    },
    {
        ""tool_name"": ""summarize_objects"",
        ""arguments"": [
            {
                ""argument_name"": ""objects"",
                ""argument_value"": ""$$PREV[1]""
            }
        ]
    }
]"
"Find tasks owned by the current user with priority ""p1""."," [
    {
        ""tool_name"": ""who_am_i"",
        ""arguments"": []
    },
    {
        ""tool_name"": ""works_list"",
        ""arguments"": [
            {
                ""argument_name"": ""owned_by"",
                ""argument_value"": ""$$PREV[0]""
            },
            {
                ""argument_name"": ""issue.priority"",
                ""argument_value"": [""p1""]
            }
        ]
    }
]"
"Search for tasks similar to ""FEAT-456"" and summarize them."," [
    {
        ""tool_name"": ""get_similar_work_item"",
        ""arguments"": [
            {
                ""argument_name"": ""work_id"",
                ""argument_value"": ""FEAT-456""
            }
        ]
    },
    {
        ""tool_name"": ""summarize_objects"",
        ""arguments"": [
            {
                ""argument_name"": ""objects"",
                ""argument_value"": ""$$PREV[0]""
            }
        ]
    }
]"
"Retrieve the current user's ID and list tasks owned by them in the ""development"" stage."," [
    {
        ""tool_name"": ""who_am_i"",
        ""arguments"": []
    },
    {
        ""tool_name"": ""works_list"",
        ""arguments"": [
            {
                ""argument_name"": ""stage.name"",
                ""argument_value"": [""development""]
            },
            {
                ""argument_name"": ""owned_by"",
                ""argument_value"": ""$$PREV[0]""
            }
        ]
    }
]
"
"List tasks with severity ""medium"" and owned by user ""DEVU-123""."," [
    {
        ""tool_name"": ""works_list"",
        ""arguments"": [
            {
                ""argument_name"": ""ticket.severity"",
                ""argument_value"": [""medium""]
            },
            {
                ""argument_name"": ""owned_by"",
                ""argument_value"": [""DEVU-123""]
            }
        ]
    }
]"
" Retrieve the current sprint ID and add tasks similar to ""TKT-789"" to it."," [
    {
        ""tool_name"": ""get_sprint_id"",
        ""arguments"": []
    },
    {
        ""tool_name"": ""get_similar_work_item"",
        ""arguments"": [
            {
                ""argument_name"": ""work_id"",
                ""argument_value"": ""TKT-789""
            }
        ]
    },
    {
        ""tool_name"": ""add_work_items_to_sprint"",
        ""arguments"": [
            {
                ""argument_name"": ""work_ids"",
                ""argument_value"": ""$$PREV[1]""
            },
            {
                ""argument_name"": ""sprint_id"",
                ""argument_value"": ""$$PREV[0]""
            }
        ]
    }
]"
"Find tasks with severity ""high"" and source channel ""chat""."," [
    {
        ""tool_name"": ""works_list"",
        ""arguments"": [
            {
                ""argument_name"": ""ticket.severity"",
                ""argument_value"": [""high""]
            },
            {
                ""argument_name"": ""ticket.source_channel"",
                ""argument_value"": [""chat""]
            }
        ]
    }
]"
"Search for objects related to the part ""PROD-456"" and list their associated Rev organizations."," [
    {
        ""tool_name"": ""search_object_by_name"",
        ""arguments"": [
            {
                ""argument_name"": ""query"",
                ""argument_value"": ""PROD-456""
            }
        ]
    },
    {
        ""tool_name"": ""works_list"",
        ""arguments"": [
            {
                ""argument_name"": ""applies_to_part"",
                ""argument_value"": ""$$PREV[0]""
            }
        ]
    }
]
"
"Get tasks similar to ""TKT-456"" and create actionable tasks from them."," [
    {
        ""tool_name"": ""get_similar_work_item"",
        ""arguments"": [
            {
                ""argument_name"": ""work_id"",
                ""argument_value"": ""TKT-456""
            }
        ]
    },
    {
        ""tool_name"": ""create_actionable_tasks_from_text"",
        ""arguments"": [
            {
                ""argument_name"": ""text"",
                ""argument_value"": ""$$PREV[0]""
            }
        ]
    }
]"
"Identify tasks owned by the current user with severity ""low""."," [
    {
        ""tool_name"": ""who_am_i"",
        ""arguments"": []
    },
    {
        ""tool_name"": ""works_list"",
        ""arguments"": [
            {
                ""argument_name"": ""owned_by"",
                ""argument_value"": ""$$PREV[0]""
            },
            {
                ""argument_name"": ""ticket.severity"",
                ""argument_value"": [""low""]
            }
        ]
    }
]"
"Search for objects related to the part ""ENH-123"" and summarize them."," [
    {
        ""tool_name"": ""search_object_by_name"",
        ""arguments"": [
            {
                ""argument_name"": ""query"",
                ""argument_value"": ""ENH-123""
            }
        ]
    },
    {
        ""tool_name"": ""works_list"",
        ""arguments"": [
            {
                ""argument_name"": ""applies_to_part"",
                ""argument_value"": ""$$PREV[0]""
            }
        ]
    },
    {
        ""tool_name"": ""summarize_objects"",
        ""arguments"": [
            {
                ""argument_name"": ""objects"",
                ""argument_value"": ""$$PREV[1]""
            }
        ]
    }
]"
" Find tasks owned by the current user with priority ""p1""."," [
    {
        ""tool_name"": ""who_am_i"",
        ""arguments"": []
    },
    {
        ""tool_name"": ""works_list"",
        ""arguments"": [
            {
                ""argument_name"": ""owned_by"",
                ""argument_value"": ""$$PREV[0]""
            },
            {
                ""argument_name"": ""issue.priority"",
                ""argument_value"": [""p1""]
            }
        ]
    }
]"
"Search for tasks similar to ""FEAT-789"" and summarize them."," [
    {
        ""tool_name"": ""get_similar_work_item"",
        ""arguments"": [
            {
                ""argument_name"": ""work_id"",
                ""argument_value"": ""FEAT-789""
            }
        ]
    },
    {
        ""tool_name"": ""summarize_objects"",
        ""arguments"": [
            {
                ""argument_name"": ""objects"",
                ""argument_value"": ""$$PREV[0]""
            }
        ]
    }
]
"
Get the ID of the current sprint and prioritize the objects associated with it.," [
        {
            ""tool_name"": ""get_sprint_id"",
            ""arguments"": []
        },
        {
            ""tool_name"": ""prioritize_objects"",
            ""arguments"": [
                {
                    ""argument_name"": ""objects"",
                    ""argument_value"": ""$$PREV[0]""
                }
            ]
        }
    ]"
Search for objects related to the part 'CAPL-456' and add those work items to the current sprint," [
        {
            ""tool_name"": ""search_object_by_name"",
            ""arguments"": [
                {
                    ""argument_name"": ""query"",
                    ""argument_value"": ""CAPL-456""
                }
            ]
        },
        {
            ""tool_name"": ""add_work_items_to_sprint"",
            ""arguments"": [
                {
                    ""argument_name"": ""work_ids"",
                    ""argument_value"": ""$$PREV[0]""
                },
                {
                    ""argument_name"": ""sprint_id"",
                    ""argument_value"": ""$$PREV[1]""
                }
            ]
        }
    ]"
Find tasks with severity 'blocker' associated with the Rev organization 'REV-456,"  [
        {
            ""tool_name"": ""works_list"",
            ""arguments"": [
                {
                    ""argument_name"": ""ticket.severity"",
                    ""argument_value"": [""blocker""]
                },
                {
                    ""argument_name"": ""ticket.rev_org"",
                    ""argument_value"": [""REV-456""]
                }
            ]
        }
    ]"
Get the ID of the current user and list tasks owned by them in the 'testing' stage,"  [
        {
            ""tool_name"": ""who_am_i"",
            ""arguments"": []
        },
        {
            ""tool_name"": ""works_list"",
            ""arguments"": [
                {
                    ""argument_name"": ""owned_by"",
                    ""argument_value"": ""$$PREV[0]""
                },
                {
                    ""argument_name"": ""stage.name"",
                    ""argument_value"": [""testing""]
                }
            ]
        }
    ]"
Search for tasks in the 'development' stage related to parts 'FEAT-789' and summarize them," [
        {
            ""tool_name"": ""works_list"",
            ""arguments"": [
                {
                    ""argument_name"": ""stage.name"",
                    ""argument_value"": [""development""]
                },
                {
                    ""argument_name"": ""applies_to_part"",
                    ""argument_value"": [""FEAT-789""]
                }
            ]
        },
        {
            ""tool_name"": ""summarize_objects"",
            ""arguments"": [
                {
                    ""argument_name"": ""objects"",
                    ""argument_value"": ""$$PREV[0]""
                }
            ]
        }
    ]"
Find tasks owned by the current user with severity 'high' and associated with the Rev organization 'REV-789'," [
        {
            ""tool_name"": ""who_am_i"",
            ""arguments"": []
        },
        {
            ""tool_name"": ""works_list"",
            ""arguments"": [
                {
                    ""argument_name"": ""owned_by"",
                    ""argument_value"": ""$$PREV[0]""
                },
                {
                    ""argument_name"": ""ticket.severity"",
                    ""argument_value"": [""high""]
                },
                {
                    ""argument_name"": ""ticket.rev_org"",
                    ""argument_value"": [""REV-789""]
                }
            ]
        }
    ]"
Show me all high priority tickets created by user 'USR-123'.," [
  {
    ""tool_name"": ""works_list"",
    ""arguments"": [
      {
        ""argument_name"": ""issue.priority"",
        ""argument_value"": [""p0"", ""p1""]
      },
      {
        ""argument_name"": ""created_by"",
        ""argument_value"": [""USR-123""]
      }
    ]
  }
]"
What are the issues owned by me in the 'ready for review' stage?," [
  {
    ""tool_name"": ""who_am_i"",
    ""arguments"": []
  },
  {
    ""tool_name"": ""works_list"",
    ""arguments"": [
      {
        ""argument_name"": ""stage.name"",
        ""argument_value"": [""ready for review""]
      },
      {
        ""argument_name"": ""owned_by"",
        ""argument_value"": [""$$PREV[0]""]
      }
    ]
  }
]"
List tasks related to the customer 'Acme' that need a response.," [
  {
    ""tool_name"": ""search_object_by_name"",
    ""arguments"": [
      {
        ""argument_name"": ""query"",
        ""argument_value"": ""Acme""
      }
    ]
  },
  {
    ""tool_name"": ""works_list"",
    ""arguments"": [
      {
        ""argument_name"": ""ticket.needs_response"",
        ""argument_value"": true
      },
      {
        ""argument_name"": ""ticket.rev_org"",
        ""argument_value"": [""$$PREV[0]""]
      }
    ]
  }
]"
Get work items similar to 'PROD-789' and summarize them.," [
  {
    ""tool_name"": ""get_similar_work_item"",
    ""arguments"": [
      {
        ""argument_name"": ""work_id"",
        ""argument_value"": ""PROD-789""
      }
    ]
  },
  {
    ""tool_name"": ""summarize_objects"",
    ""arguments"": [
      {
        ""argument_name"": ""objects"",
        ""argument_value"": [""$$PREV[0]""]
      }
    ]
  }
]"
Show me tasks needing response from Rev organization 'REV-456'.," [
  {
    ""tool_name"": ""works_list"",
    ""arguments"": [
      {
        ""argument_name"": ""ticket.needs_response"",
        ""argument_value"": true
      },
      {
        ""argument_name"": ""ticket.rev_org"",
        ""argument_value"": [""REV-456""]
      }
    ]
  }
]"
Find tasks created by user 'USR-987' with medium severity.," [
  {
    ""tool_name"": ""works_list"",
    ""arguments"": [
      {
        ""argument_name"": ""created_by"",
        ""argument_value"": [""USR-987""]
      },
      {
        ""argument_name"": ""ticket.severity"",
        ""argument_value"": [""medium""]
      }
    ]
  }
]"
"Find similar work items to 'TKT-123', summarize them, create actionable tasks from the summary, prioritize those tasks, add them to the current sprint, and get the ID of the current sprint."," [
  {
    ""tool_name"": ""get_similar_work_item"",
    ""arguments"": [
      {
        ""argument_name"": ""work_id"",
        ""argument_value"": ""TKT-123""
      }
    ]
  },
  {
    ""tool_name"": ""summarize_objects"",
    ""arguments"": [
      {
        ""argument_name"": ""objects"",
        ""argument_value"": ""$$PREV[0]""
      }
    ]
  },
  {
    ""tool_name"": ""create_actionable_tasks_from_text"",
    ""arguments"": [
      {
        ""argument_name"": ""text"",
        ""argument_value"": ""$$PREV[1]""
      }
    ]
  },
  {
    ""tool_name"": ""prioritize_objects"",
    ""arguments"": [
      {
        ""argument_name"": ""objects"",
        ""argument_value"": ""$$PREV[2]""
      }
    ]
  },
  {
    ""tool_name"": ""who_am_i"",
    ""arguments"": []
  },
  {
    ""tool_name"": ""get_sprint_id"",
    ""arguments"": []
  },
  {
    ""tool_name"": ""add_work_items_to_sprint"",
    ""arguments"": [
      {
        ""argument_name"": ""work_ids"",
        ""argument_value"": ""$$PREV[3]""
      },
      {
        ""argument_name"": ""sprint_id"",
        ""argument_value"": ""$$PREV[5]""
      }
    ]
  }
]"
List all work items with severity 'blocker' and owned by user 'DEVU-123'.,"[
  {
    ""tool_name"": ""works_list"",
    ""arguments"": [
      {
        ""argument_name"": ""ticket.severity"",
        ""argument_value"": ""blocker""
      },
      {
        ""argument_name"": ""owned_by"",
        ""argument_value"": ""DEVU-123""
      }
    ]
  }
]"
Summarize tasks similar to 'task-001' and prioritize them.,"[
  {
    ""tool_name"": ""get_similar_work_item"",
    ""arguments"": [
      {
        ""argument_name"": ""work_id"",
        ""argument_value"": ""task-001""
      }
    ]
  },
  {
    ""tool_name"": ""prioritize_objects"",
    ""arguments"": [
      {
        ""argument_name"": ""objects"",
        ""argument_value"": ""$$PREV[0]""
      }
    ]
  }
]"
What are the work items in the 'In Progress' stage and need a response?,"[
  {
    ""tool_name"": ""works_list"",
    ""arguments"": [
      {
        ""argument_name"": ""stage.name"",
        ""argument_value"": ""In Progress""
      },
      {
        ""argument_name"": ""ticket.needs_response"",
        ""argument_value"": []
      }
    ]
  }
]"
Search for objects related to 'customer123' and create actionable tasks from the results.,"[
  {
    ""tool_name"": ""search_object_by_name"",
    ""arguments"": [
      {
        ""argument_name"": ""query"",
        ""argument_value"": ""customer123""
      }
    ]
  },
  {
    ""tool_name"": ""create_actionable_tasks_from_text"",
    ""arguments"": [
      {
        ""argument_name"": ""text"",
        ""argument_value"": ""$$PREV[0]""
      }
    ]
  }
]"
Get the ID of the current sprint and add work items with severity 'high' and owned by 'DEVU-123' to that sprint.,"[
  {
    ""tool_name"": ""get_sprint_id"",
    ""arguments"": []
  },
  {
    ""tool_name"": ""works_list"",
    ""arguments"": [
      {
        ""argument_name"": ""ticket.severity"",
        ""argument_value"": ""high""
      },
      {
        ""argument_name"": ""owned_by"",
        ""argument_value"": ""DEVU-123""
      }
    ]
  },
  {
    ""tool_name"": ""add_work_items_to_sprint"",
    ""arguments"": [
      {
        ""argument_name"": ""work_ids"",
        ""argument_value"": ""$$PREV[1]""
      },
      {
        ""argument_name"": ""sprint_id"",
        ""argument_value"": ""$$PREV[0]""
      }
    ]
  }
]
"
Summarize tasks similar to 'task-002' and create actionable tasks from the summary.,"[
  {
    ""tool_name"": ""get_similar_work_item"",
    ""arguments"": [
      {
        ""argument_name"": ""work_id"",
        ""argument_value"": ""task-002""
      }
    ]
  },
  {
    ""tool_name"": ""summarize_objects"",
    ""arguments"": [
      {
        ""argument_name"": ""objects"",
        ""argument_value"": ""$$PREV[0]""
      }
    ]
  },
  {
    ""tool_name"": ""create_actionable_tasks_from_text"",
    ""arguments"": [
      {
        ""argument_name"": ""text"",
        ""argument_value"": ""$$PREV[1]""
      }
    ]
  }
]
"
What are the work items with type 'issue' and severity 'medium'?,"[
  {
    ""tool_name"": ""works_list"",
    ""arguments"": [
      {
        ""argument_name"": ""type"",
        ""argument_value"": [""issue""]
      },
      {
        ""argument_name"": ""issue.priority"",
        ""argument_value"": [""medium""]
      }
    ]
  }
]"
Get the ID of the current user and return work items owned by that user.,"[
  {
    ""tool_name"": ""who_am_i"",
    ""arguments"": []
  },
  {
    ""tool_name"": ""works_list"",
    ""arguments"": [
      {
        ""argument_name"": ""owned_by"",
        ""argument_value"": ""$$PREV[0]""
      }
    ]
  }
]"
"""Search for objects related to 'part-XYZ' and summarize them.","[
  {
    ""tool_name"": ""search_object_by_name"",
    ""arguments"": [
      {
        ""argument_name"": ""query"",
        ""argument_value"": ""part-XYZ""
      }
    ]
  },
  {
    ""tool_name"": ""summarize_objects"",
    ""arguments"": [
      {
        ""argument_name"": ""objects"",
        ""argument_value"": ""$$PREV[0]""
      }
    ]
  }
]"
List all tasks in the 'To Do' stage owned by user 'DEVU-456',"[
  {
    ""tool_name"": ""works_list"",
    ""arguments"": [
      {
        ""argument_name"": ""stage.name"",
        ""argument_value"": ""To Do""
      },
      {
        ""argument_name"": ""owned_by"",
        ""argument_value"": ""DEVU-456""
      }
    ]
  }
]"
Search for objects related to 'client-ABC' and prioritize them.,"[
  {
    ""tool_name"": ""search_object_by_name"",
    ""arguments"": [
      {
        ""argument_name"": ""query"",
        ""argument_value"": ""client-ABC""
      }
    ]
  },
  {
    ""tool_name"": ""prioritize_objects"",
    ""arguments"": [
      {
        ""argument_name"": ""objects"",
        ""argument_value"": ""$$PREV[0]""
      }
    ]
  }
]"
Get the current sprint ID and add tasks with priority 'high' to that sprint.,"[
  {
    ""tool_name"": ""get_sprint_id"",
    ""arguments"": []
  },
  {
    ""tool_name"": ""works_list"",
    ""arguments"": [
      {
        ""argument_name"": ""type"",
        ""argument_value"": [""task""]
      },
      {
        ""argument_name"": ""priority"",
        ""argument_value"": [""high""]
      }
    ]
  },
  {
    ""tool_name"": ""add_work_items_to_sprint"",
    ""arguments"": [
      {
        ""argument_name"": ""work_ids"",
        ""argument_value"": ""$$PREV[1]""
      },
      {
        ""argument_name"": ""sprint_id"",
        ""argument_value"": ""$$PREV[0]""
      }
    ]
  }
]"
Summarize issues similar to 'issue-XYZ' and create tasks from the summary.,"[
  {
    ""tool_name"": ""get_similar_work_item"",
    ""arguments"": [
      {
        ""argument_name"": ""work_id"",
        ""argument_value"": ""issue-XYZ""
      }
    ]
  },
  {
    ""tool_name"": ""summarize_objects"",
    ""arguments"": [
      {
        ""argument_name"": ""objects"",
        ""argument_value"": ""$$PREV[0]""
      }
    ]
  },
  {
    ""tool_name"": ""create_actionable_tasks_from_text"",
    ""arguments"": [
      {
        ""argument_name"": ""text"",
        ""argument_value"": ""$$PREV[1]""
      }
    ]
  }
]"
What are the work items with severity 'low' created by user 'DEVU-789'?,"[
  {
    ""tool_name"": ""works_list"",
    ""arguments"": [
      {
        ""argument_name"": ""issue.priority"",
        ""argument_value"": [""low""]
      },
      {
        ""argument_name"": ""created_by"",
        ""argument_value"": [""DEVU-789""]
      }
    ]
  }
]"
Get the ID of the current user and return work items owned by that user with severity 'medium'.,"[
  {
    ""tool_name"": ""who_am_i"",
    ""arguments"": []
  },
  {
    ""tool_name"": ""works_list"",
    ""arguments"": [
      {
        ""argument_name"": ""owned_by"",
        ""argument_value"": ""$$PREV[0]""
      },
      {
        ""argument_name"": ""issue.priority"",
        ""argument_value"": [""medium""]
      }
    ]
  }
]"
Search for objects related to 'project-123' and add them to the current sprint.,"[
  {
    ""tool_name"": ""search_object_by_name"",
    ""arguments"": [
      {
        ""argument_name"": ""query"",
        ""argument_value"": ""project-123""
      }
    ]
  },
  {
    ""tool_name"": ""get_sprint_id"",
    ""arguments"": []
  },
  {
    ""tool_name"": ""add_work_items_to_sprint"",
    ""arguments"": [
      {
        ""argument_name"": ""work_ids"",
        ""argument_value"": ""$$PREV[0]""
      },
      {
        ""argument_name"": ""sprint_id"",
        ""argument_value"": ""$$PREV[1]""
      }
    ]
  }
]"
Summarize all tasks in the 'Review' stage.,"[
  {
    ""tool_name"": ""works_list"",
    ""arguments"": [
      {
        ""argument_name"": ""stage.name"",
        ""argument_value"": ""Review""
      }
    ]
  },
  {
    ""tool_name"": ""summarize_objects"",
    ""arguments"": [
      {
        ""argument_name"": ""objects"",
        ""argument_value"": ""$$PREV[0]""
      }
    ]
  }
]"
Create actionable tasks from the text 'Meeting notes for project-456' and add them to the current sprint.,"[
  {
    ""tool_name"": ""create_actionable_tasks_from_text"",
    ""arguments"": [
      {
        ""argument_name"": ""text"",
        ""argument_value"": ""Meeting notes for project-456""
      }
    ]
  },
  {
    ""tool_name"": ""get_sprint_id"",
    ""arguments"": []
  },
  {
    ""tool_name"": ""add_work_items_to_sprint"",
    ""arguments"": [
      {
        ""argument_name"": ""work_ids"",
        ""argument_value"": ""$$PREV[0]""
      },
      {
        ""argument_name"": ""sprint_id"",
        ""argument_value"": ""$$PREV[1]""
      }
    ]
  }
]"
Get all work items in the 'Ready for Deployment' stage owned by the current user.,"[
  {
    ""tool_name"": ""who_am_i"",
    ""arguments"": []
  },
  {
    ""tool_name"": ""works_list"",
    ""arguments"": [
      {
        ""argument_name"": ""stage.name"",
        ""argument_value"": ""Ready for Deployment""
      },
      {
        ""argument_name"": ""owned_by"",
        ""argument_value"": ""$$PREV[0]""
      }
    ]
  }
]"
List all tasks with priority 'medium' that need a response.,"[
  {
    ""tool_name"": ""works_list"",
    ""arguments"": [
      {
        ""argument_name"": ""type"",
        ""argument_value"": [""task""]
      },
      {
        ""argument_name"": ""priority"",
        ""argument_value"": [""medium""]
      },
      {
        ""argument_name"": ""ticket.needs_response"",
        ""argument_value"": []
      }
    ]
  }
]"
Get the ID of the current user and return work items owned by that user with priority 'high'.,"[
  {
    ""tool_name"": ""who_am_i"",
    ""arguments"": []
  },
  {
    ""tool_name"": ""works_list"",
    ""arguments"": [
      {
        ""argument_name"": ""owned_by"",
        ""argument_value"": ""$$PREV[0]""
      },
      {
        ""argument_name"": ""priority"",
        ""argument_value"": [""high""]
      }
    ]
  }
]"
Search for objects related to 'project-A' and summarize them.,"[
  {
    ""tool_name"": ""search_object_by_name"",
    ""arguments"": [
      {
        ""argument_name"": ""query"",
        ""argument_value"": ""project-A""
      }
    ]
  },
  {
    ""tool_name"": ""summarize_objects"",
    ""arguments"": [
      {
        ""argument_name"": ""objects"",
        ""argument_value"": ""$$PREV[0]""
      }
    ]
  }
]"
Create actionable tasks from the text 'Meeting notes for client-XYZ' and prioritize them.,"[
  {
    ""tool_name"": ""create_actionable_tasks_from_text"",
    ""arguments"": [
      {
        ""argument_name"": ""text"",
        ""argument_value"": ""Meeting notes for client-XYZ""
      }
    ]
  },
  {
    ""tool_name"": ""prioritize_objects"",
    ""arguments"": [
      {
        ""argument_name"": ""objects"",
        ""argument_value"": ""$$PREV[0]""
      }
    ]
  }
]"
What are the work items with type 'ticket' and associated with 'Rev-456'?,"[
  {
    ""tool_name"": ""works_list"",
    ""arguments"": [
      {
        ""argument_name"": ""type"",
        ""argument_value"": [""ticket""]
      },
      {
        ""argument_name"": ""ticket.rev_org"",
        ""argument_value"": [""Rev-456""]
      }
    ]
  }
]"
Get the ID of the current sprint and add issues with severity 'blocker' to that sprint.,"[
  {
    ""tool_name"": ""get_sprint_id"",
    ""arguments"": []
  },
  {
    ""tool_name"": ""works_list"",
    ""arguments"": [
      {
        ""argument_name"": ""type"",
        ""argument_value"": [""issue""]
      },
      {
        ""argument_name"": ""issue.priority"",
        ""argument_value"": [""blocker""]
      }
    ]
  },
  {
    ""tool_name"": ""add_work_items_to_sprint"",
    ""arguments"": [
      {
        ""argument_name"": ""work_ids"",
        ""argument_value"": ""$$PREV[1]""
      },
      {
        ""argument_name"": ""sprint_id"",
        ""argument_value"": ""$$PREV[0]""
      }
    ]
  }
]"
Summarize tasks similar to 'task-003' and create actionable tasks from the summary,"[
  {
    ""tool_name"": ""get_similar_work_item"",
    ""arguments"": [
      {
        ""argument_name"": ""work_id"",
        ""argument_value"": ""task-003""
      }
    ]
  },
  {
    ""tool_name"": ""summarize_objects"",
    ""arguments"": [
      {
        ""argument_name"": ""objects"",
        ""argument_value"": ""$$PREV[0]""
      }
    ]
  },
  {
    ""tool_name"": ""create_actionable_tasks_from_text"",
    ""arguments"": [
      {
        ""argument_name"": ""text"",
        ""argument_value"": ""$$PREV[1]""
      }
    ]
  }
]"
Search for objects related to 'module-789' and add them to the current sprint.,"[
  {
    ""tool_name"": ""search_object_by_name"",
    ""arguments"": [
      {
        ""argument_name"": ""query"",
        ""argument_value"": ""module-789""
      }
    ]
  },
  {
    ""tool_name"": ""get_sprint_id"",
    ""arguments"": []
  },
  {
    ""tool_name"": ""add_work_items_to_sprint"",
    ""arguments"": [
      {
        ""argument_name"": ""work_ids"",
        ""argument_value"": ""$$PREV[0]""
      },
      {
        ""argument_name"": ""sprint_id"",
        ""argument_value"": ""$$PREV[1]""
      }
    ]
  }
]"
Get the ID of the current user and return work items owned by that user with severity 'high' and type 'issue'.,"[
  {
    ""tool_name"": ""who_am_i"",
    ""arguments"": []
  },
  {
    ""tool_name"": ""works_list"",
    ""arguments"": [
      {
        ""argument_name"": ""owned_by"",
        ""argument_value"": ""$$PREV[0]""
      },
      {
        ""argument_name"": ""issue.priority"",
        ""argument_value"": [""high""]
      },
      {
        ""argument_name"": ""type"",
        ""argument_value"": [""issue""]
      }
    ]
  }
]"
List all issues in the 'Review' stage under part 'PROD-456'.,"[
  {
    ""tool_name"": ""works_list"",
    ""arguments"": [
      {
        ""argument_name"": ""stage.name"",
        ""argument_value"": ""Review""
      },
      {
        ""argument_name"": ""applies_to_part"",
        ""argument_value"": ""PROD-456""
      },
      {
        ""argument_name"": ""type"",
        ""argument_value"": [""issue""]
      }
    ]
  }
]"
Search for objects related to 'customer-XYZ' and create actionable tasks from the results.,"[
  {
    ""tool_name"": ""search_object_by_name"",
    ""arguments"": [
      {
        ""argument_name"": ""query"",
        ""argument_value"": ""customer-XYZ""
      }
    ]
  },
  {
    ""tool_name"": ""create_actionable_tasks_from_text"",
    ""arguments"": [
      {
        ""argument_name"": ""text"",
        ""argument_value"": ""$$PREV[0]""
      }
    ]
  }
]"
Get the current sprint ID and add issues with severity 'medium' to that sprint.,"[
  {
    ""tool_name"": ""get_sprint_id"",
    ""arguments"": []
  },
  {
    ""tool_name"": ""works_list"",
    ""arguments"": [
      {
        ""argument_name"": ""type"",
        ""argument_value"": [""issue""]
      },
      {
        ""argument_name"": ""issue.priority"",
        ""argument_value"": [""medium""]
      }
    ]
  },
  {
    ""tool_name"": ""add_work_items_to_sprint"",
    ""arguments"": [
      {
        ""argument_name"": ""work_ids"",
        ""argument_value"": ""$$PREV[1]""
      },
      {
        ""argument_name"": ""sprint_id"",
        ""argument_value"": ""$$PREV[0]""
      }
    ]
  }
]"
Summarize all tasks similar to 'task-004' and create actionable tasks from the summary.,"[
  {
    ""tool_name"": ""get_similar_work_item"",
    ""arguments"": [
      {
        ""argument_name"": ""work_id"",
        ""argument_value"": ""task-004""
      }
    ]
  },
  {
    ""tool_name"": ""summarize_objects"",
    ""arguments"": [
      {
        ""argument_name"": ""objects"",
        ""argument_value"": ""$$PREV[0]""
      }
    ]
  },
  {
    ""tool_name"": ""create_actionable_tasks_from_text"",
    ""arguments"": [
      {
        ""argument_name"": ""text"",
        ""argument_value"": ""$$PREV[1]""
      }
    ]
  }
]"
What are the work items with severity 'high' and created by user 'DEVU-012'?,"[
  {
    ""tool_name"": ""works_list"",
    ""arguments"": [
      {
        ""argument_name"": ""issue.priority"",
        ""argument_value"": [""high""]
      },
      {
        ""argument_name"": ""created_by"",
        ""argument_value"": [""DEVU-012""]
      }
    ]
  }
]"
Get the ID of the current user and return work items owned by that user with priority 'low'.,"[
  {
    ""tool_name"": ""who_am_i"",
    ""arguments"": []
  },
  {
    ""tool_name"": ""works_list"",
    ""arguments"": [
      {
        ""argument_name"": ""owned_by"",
        ""argument_value"": ""$$PREV[0]""
      },
      {
        ""argument_name"": ""priority"",
        ""argument_value"": [""low""]
      }
    ]
  }
]"
